Group,REFID,Synonym,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,DIM,UOM_MDC,UOM_UCUM,CF_UCODE10,Enum_Values,External_sites,Vendor_VMD,Vendor_Description
GASDLV_AA_ENFL,MDC_CONC_GASDLV_ENFL_EXP,,152144,"A.7.4.8","Concentration | Partial Pressure, Expiration | Enflurane, Gas | Gas Delivery System or Circuit","Concentration airway enflurane expiratory (gas delivery system or circuit)",,"Concentration of enflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_ENFL,MDC_CONC_GASDLV_ENFL_INSP,,152204,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Enflurane, Gas | Gas Delivery System or Circuit","Concentration airway enflurane inspiratory (gas delivery system or circuit)",,"Concentration of enflurane in airway gas measured during inspiration in the system or circuit conducting gas to the patient.","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_ENFL,MDC_CONC_GASDLV_ENFL_INSP_SETTING,,16929420,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","  {IEEE}",""
GASDLV_AA_HALOTH,MDC_CONC_GASDLV_HALOTH,,152060,"A.7.4.8","Concentration | Partial Pressure | Halothane, Gas | Gas Delivery System or Circuit","Concentration halothane (gas delivery system or circuit)",,"Concentration of halothane in airway gas in the system or circuit conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_AA_HALOTH,MDC_CONC_GASDLV_HALOTH_EXP,,152148,"A.7.4.8","Concentration | Partial Pressure, Expiration | Halothane, Gas | Gas Delivery System or Circuit","Concentration airway halothane expiratory (gas delivery system or circuit)",,"Concentration of halothane in airway gas measured during expiration in the system or circuit conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_HALOTH,MDC_CONC_GASDLV_HALOTH_INSP,,152208,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Halothane, Gas | Gas Delivery System or Circuit","Concentration airway halothane inspiratory (gas delivery system or circuit)",,"Concentration of halothane in airway gas measured during inspiration in the system or circuit conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_HALOTH,MDC_CONC_GASDLV_HALOTH_INSP_SETTING,,16929424,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","  {IEEE}",""
GASDLV_HE,MDC_CONC_GASDLV_HE,,153056,"A.7.4.8","Concentration | Partial Pressure | He, Gas | Gas Delivery System","Concentration helium (gas delivery system)",,"Concentration of helium in airway gas in the system conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_HE,MDC_CONC_GASDLV_HE_EXP,,153060,"A.7.4.8","Concentration | Partial Pressure, Expiration | He, Gas | Gas Delivery System","Concentration airway helium expiratory (gas delivery system)",,"Concentration of helium in airway gas measured during expiration in the system conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe",,""
GASDLV_HE,MDC_CONC_GASDLV_HE_INSP,,153064,"A.7.4.8","Concentration | Partial Pressure, Inspiration | He, Gas | Gas Delivery System","Concentration airway helium inspiratory (gas delivery system)",,"Concentration of helium in airway gas measured during inspiration in the system conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi",,""
GASDLV_AA_ISOFL,MDC_CONC_GASDLV_ISOFL,,152068,"A.7.4.8","Concentration | Partial Pressure | Isoflurane, Gas | Gas Delivery System or Circuit","Concentration Isoflurane (gas delivery system or circuit)",,"Concentration of isoflurane in airway gas in the system or circuit conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_AA_ISOFL,MDC_CONC_GASDLV_ISOFL_EXP,,152156,"A.7.4.8","Concentration | Partial Pressure, Expiration | Isoflurane, Gas | Gas Delivery System or Circuit","Concentration airway isoflurane expiratory (gas delivery system or circuit)",,"Concentration of isoflurane in airway gas measured during expiration in the system or circuit conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_ISOFL,MDC_CONC_GASDLV_ISOFL_INSP,,152216,"A.7.4.8","Concentration | Partial Pressure, Inspiration | Isoflurane, Gas | Gas Delivery System or Circuit","Concentration airway isoflurane inspiratory (gas delivery system or circuit)",,"Concentration of isoflurane in airway gas measured during inspiration in the system or circuit conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_ISOFL,MDC_CONC_GASDLV_ISOFL_INSP_SETTING,,16929432,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","  {IEEE}",""
GASDLV_N2,MDC_CONC_GASDLV_N2,,153080,"A.7.4.8","Concentration | Partial Pressure | N2, Gas | Gas Delivery System","Concentration nitrogen (gas delivery system)",,"Concentration of nitrogen in airway gas in the system conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_AA_N2O,MDC_CONC_GASDLV_N2O,,152076,"A.7.4.8","Concentration | Partial Pressure | N2O, Gas | Gas Delivery System","Concentration N2O (gas delivery system)",,"Concentration of nitrous oxide in airway gas in the system conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_AA_N2O,MDC_CONC_GASDLV_N2O_EXP,,152164,"A.7.4.8","Concentration | Partial Pressure, Expiration | N2O, Gas | Gas Delivery System","Concentration airway nitrous oxide expiratory (gas delivery system)",,"Concentration of nitrous oxide in airway gas measured during expiration in the system conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_AA_N2O,MDC_CONC_GASDLV_N2O_INSP,,152224,"A.7.4.8","Concentration | Partial Pressure, Inspiration | N2O, Gas | Gas Delivery System","Concentration airway nitrous oxide inspiratory (gas delivery system)",,"Concentration of nitrous oxide in airway gas measured during inspiration in the system conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_N2,MDC_CONC_GASDLV_N2_EXP,,153084,"A.7.4.8","Concentration | Partial Pressure, Expiration | N2, Gas | Gas Delivery System","Concentration airway nitrogen expiratory (gas delivery system)",,"Concentration of nitrogen in airway gas measured during expiration in the system conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe",,""
GASDLV_N2,MDC_CONC_GASDLV_N2_INSP,,153088,"A.7.4.8","Concentration | Partial Pressure, Inspiration | N2, Gas | Gas Delivery System","Concentration airway nitrogen inspiratory (gas delivery system)",,"Concentration of nitrogen in airway gas measured during inspiration in the system conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi",,""
GASDLV_NO,MDC_CONC_GASDLV_NO,,153112,"A.7.4.8","Concentration | Partial Pressure | NO, Gas | Gas Delivery System","Concentration nitric oxide (gas delivery system)",,"Concentration of nitric oxide in airway gas in the system conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_NO2,MDC_CONC_GASDLV_NO2,,152072,"A.7.4.8","Concentration | Partial Pressure | NO2, Gas | Gas Delivery System","Concentration NO2 (gas delivery system)",,"Concentration of nitrogen dioxide in airway gas in the system conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_NO2,MDC_CONC_GASDLV_NO2_EXP,,152160,"A.7.4.8","Concentration | Partial Pressure, Expiration | NO2, Gas | Gas Delivery System","Concentration airway nitrogen dioxide expiratory (gas delivery system)",,"Concentration of nitrogen dioxide in airway gas measured during expiration in the system conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe",,""
GASDLV_NO2,MDC_CONC_GASDLV_NO2_INSP,,152220,"A.7.4.8","Concentration | Partial Pressure, Inspiration | NO2, Gas | Gas Delivery System","Concentration airway nitrogen dioxide inspiratory (gas delivery system)",,"Concentration of nitrogen dioxide in airway gas measured during inspiration in the system conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi",,""
GASDLV_NO,MDC_CONC_GASDLV_NO_EXP,,153116,"A.7.4.8","Concentration | Partial Pressure, Expiration | NO, Gas | Gas Delivery System","Concentration airway nitric oxide expiratory (gas delivery system)",,"Concentration of nitric oxide in airway gas measured during expiration in the system conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe",,""
GASDLV_NO,MDC_CONC_GASDLV_NO_INSP,,153120,"A.7.4.8","Concentration | Partial Pressure, Inspiration | NO, Gas | Gas Delivery System","Concentration airway nitric oxide inspiratory (gas delivery system)",,"Concentration of nitric oxide in airway gas measured during inspiration in the system conducting gas to the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi",,""
GASDLV_O2,MDC_CONC_GASDLV_O2,,153136,"A.7.4.8","Concentration | Partial Pressure | O2, Gas | Gas Delivery System or Circuit","Concentration oxygen (gas delivery system or circuit)","%O<sub>2</sub>, O<sub>2</sub>, pO<sub>2</sub>","Concentration of oxygen in airway gas in the system or circuit conducting gas to and from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASDLV_O2,MDC_CONC_GASDLV_O2_DELTA,MDC_VENT_CONC_AWAY_O2_DELTA,151912,"A.7.4.8","Concentration | Difference(Inspiration, Expiration) | O2, Gas | Ventilator","Diff. inspired and expired oxygen conc. (ventilator)","FI-EO<sub>2</sub>","Difference in oxygen concentration between inspiration and expiration during mechanical ventilation","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_MSMT_SITE_AWAY MDC_GAS_MSMT_SITE_YPI MDC_GAS_MSMT_SITE_ETT MDC_GAS_MSMT_SITE_RB MDC_GAS_MSMT_SITE_LB MDC_GAS_MSMT_SITE_PI MDC_GAS_MSMT_SITE_ETTC",,""
GASDLV_O2,MDC_CONC_GASDLV_O2_EXP,,153140,"A.7.4.8","Concentration | Partial Pressure, Expiration | O2, Gas | Gas Delivery System or Circuit","Concentration airway oxygen expiratory (gas delivery system or circuit)","FEO<sub>2</sub>","Concentration of oxygen in airway gas measured during expiration in the system or circuit conducting gas from the patient","1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_EXH MDC_GAS_MSMT_SITE_EL MDC_GAS_CIRC_SITE_ABSe","MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}",""
GASMON_O2_INSP GASDLV_O2,MDC_CONC_GASDLV_O2_INSP,,153144,"A.7.4.8","Concentration | Partial Pressure, Inspiration | O2, Gas | Gas Delivery System or Circuit","Concentration airway oxygen inspiratory (gas delivery system or circuit)","%FiO<sub>2</sub>, FiO<sub>2</sub>","Concentration of oxygen in airway gas measured during inspiration in the system or circuit conducting gas to the patient","1 LMT-2L-2 LMT-2L-2 L3L-3 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_VOL_PERCENT MDC_DIM_MILLI_BAR","% kPa mm[Hg] %{vol} mbar",262688 265987 266016 268384 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","PHYSIO_SRC_ID_O2 {Philips} PHYSIO_SRC_ID_FIO2 {Draeger} MDC_DEV_GEN_CONC_AWAY_VMD {GE} MDC_DEV_SYS_PT_VENT_VMD {Editorial-RTMV}","Fractional Inspired Oxygen FIO2 {Philips} Fractional Inspired O2 {Draeger} Fractional Inspired Oxygen {GE} "
GASDLV_O2,MDC_CONC_GASDLV_O2_INSP_SETTING,,16930360,"A.7.4.8",,,,,"1 L3L-3 LMT-2L-2 LMT-2L-2 LMT-2L-2","MDC_DIM_PERCENT MDC_DIM_VOL_PERCENT MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_MILLI_BAR","% %{vol} kPa mm[Hg] mbar",262688 268384 265987 266016 266098,,"MDC_GAS_MSMT_SITE_NOS MDC_GAS_MSMT_SITE_FGF MDC_GAS_MSMT_SITE_IL MDC_GAS_CIRC_SITE_ABSi","  {IEEE}",""
